1 66	2.1449101282656257e-05 0.0007451564828614009
20 34 52 34	0.2628458498023715 0.05216095380029806
20 34 52 95	0.028169014084507043 0.05290611028315946
20 34 56 95	0.025 0.005216095380029807
20 34 77 12	0.1789352094928069 0.11475409836065574
20 34 77 39	0.18575063613231552 0.05588673621460507
20 34 77 40	0.12792127921279212 0.08643815201192251
20 34 77 43	0.0028846153846153848 0.0022354694485842027
20 34 85 20	0.40540540540540543 0.011177347242921014
20 34 85 39	0.3333333333333333 0.0007451564828614009
20 34 92	0.007142857142857143 0.0007451564828614009
20 34 93 28	0.19701086956521738 0.07153502235469449
20 34 93 53	0.23029045643153526 0.040983606557377046
20 34 99	0.05913173652694611 0.030551415797317436
20 34 99 34	0.1743687470223916 0.08047690014903129
20 34 99 56	0.015873015873015872 0.0007451564828614009
20 34 99 95	0.0039008480104370516 0.12444113263785395
20 34 99 117	0.0964332892998679 0.05886736214605067
20 34 104 12	0.14048257372654155 0.07749627421758569
20 34 104 20	0.052988237427192164 0.03651266766020864
20 34 104 39	0.34746692260231715 0.08122205663189269
20 34 104 40	0.17682625863770976 0.11177347242921014
20 34 104 57	0.016033427266543582 0.045454545454545456
20 34 105 12	0.16900913562895292 0.12667660208643816
20 34 105 20	0.06258133876534827 0.03651266766020864
20 34 105 39	0.2594368248573856 0.10953800298062594
20 34 105 40	0.2786366076221149 0.08047690014903129
20 34 105 53	0.0449438202247191 0.0029806259314456036
20 34 105 57	0.007320319432120674 0.011922503725782414
20 34 108 43	0.014970059880239521 0.0037257824143070045
20 34 117 28	0.4263959390862944 0.04769001490312966
20 34 117 30	0.0662612707066471 0.011177347242921014
20 34 117 52	0.04714025500910747 0.05439642324888227
20 34 118 53	0.19456193353474321 0.06855439642324888
20 34 121 56	0.17624521072796934 0.029061102831594635
20 34 122 40	0.08719346049046321 0.011177347242921014
20 34 122 57	0.22854715378079865 0.044709388971684055
20 34 126 61	0.1015297047314123 0.06259314456035768
20 45 108 12	0.01310483870967742 0.02608047690014903
20 45 108 40	0.007837713231904103 0.03576751117734724
20 45 110	0.0035322846735597263 0.043964232488822655
20 45 110 18	0.0036100382887291993 0.046199701937406856
20 45 110 27	0.005223310669126265 0.039493293591654245
20 45 110 34	0.013916052354445615 0.09239940387481371
20 45 110 40	0.19117647058823528 0.009687034277198211
20 45 110 56	0.0015983121823354538 0.004470938897168405
20 45 110 83	0.0034900860123983106 0.043964232488822655
20 45 110 92	0.005232280302182998 0.039493293591654245
20 45 110 95	0.0004223153103649005 0.12593144560357675
20 45 110 98	0.0006582796957284962 0.0007451564828614009
20 45 110 117	0.014906449801669957 0.038748137108792845
20 51 116 39	0.032388663967611336 0.0022354694485842027
20 51 116 95	0.03015075376884422 0.004470938897168405
20 52 85 39	0.1536189069423929 0.0007451564828614009
20 52 85 40	0.12133891213389121 0.0007451564828614009
20 52 85 57	0.019230769230769232 0.0007451564828614009
20 52 95	0.06944444444444445 0.0037257824143070045
20 52 117	0.14893617021276595 0.0029806259314456036
20 56	0.015873015873015872 0.0007451564828614009
20 56 66 39	0.425 0.005961251862891207
20 56 66 40	0.24378109452736318 0.005216095380029807
20 56 77 12	0.08108108108108109 0.0007451564828614009
20 56 84 34	0.009615384615384616 0.0007451564828614009
20 56 84 92	0.0053475935828877 0.0007451564828614009
20 56 105 40	0.07692307692307693 0.0007451564828614009
20 56 121	0.06349206349206349 0.0029806259314456036
20 56 121 95	0.0008819257107283669 0.02533532041728763
20 66 1 18	0.001205109664979513 0.0037257824143070045
20 66 1 34	0.1099476439790576 0.01564828614008942
20 66 1 117	0.0892018779342723 0.014157973174366617
20 66 20	0.21568627450980393 0.00819672131147541
20 66 20 95	0.0016348773841961854 0.0037257824143070045
20 77 12	0.13675213675213677 0.05663189269746647
20 77 12 27	0.02412036299952237 0.01788375558867362
20 77 12 34	0.0824284304047384 0.05812220566318927
20 77 12 83	0.006383495681752921 0.029061102831594635
20 77 12 95	0.0014418268608873703 0.09165424739195231
20 77 12 117	0.037259615384615384 0.03278688524590164
20 77 20	0.12694125590817015 0.03129657228017884
20 77 20 34	0.05363853775196447 0.05067064083457526
20 77 20 95	0.0012831016120093493 0.08643815201192251
20 77 35 80	0.0009519803404990148 0.029806259314456036
20 77 39	0.07342657342657342 0.013412816691505217
20 77 40	0.03023758099352052 0.009687034277198211
20 77 45 30	0.06912442396313365 0.011177347242921014
20 83	0.0017911377618565533 0.01639344262295082
20 83 15 80	0.0004949146385760988 0.05886736214605067
20 83 18	0.004079470449413495 0.046199701937406856
20 83 18 18	0.007357128617486747 0.046199701937406856
20 83 18 27	0.003676955933194743 0.039493293591654245
20 83 18 34	0.03757760585061145 0.09165424739195231
20 83 18 56	2.0478889370168824e-07 0.004470938897168405
20 83 18 83	0.007318354363735126 0.043964232488822655
20 83 18 92	0.0037486778910125994 0.039493293591654245
20 83 18 95	0.0007888382029306134 0.11624441132637854
20 83 18 98	3.404199143863414e-08 0.0007451564828614009
20 83 18 117	0.05380245231295041 0.042473919523099854
20 83 19 84	0.0018669009444322424 0.01564828614008942
20 83 27	0.004922131361008386 0.03576751117734724
20 83 27 18	0.004361834951335953 0.042473919523099854
20 83 27 30	0.005938784833257195 0.011922503725782414
20 83 27 34	0.013917023032485558 0.06929955290611028
20 83 27 83	0.00413357769502834 0.042473919523099854
20 83 27 92	0.006252906338591692 0.038002980625931444
20 83 27 95	0.00036380059289789127 0.09910581222056632
20 83 27 98	0.000704390702042733 0.0007451564828614009
20 83 27 117	0.010284513174686585 0.022354694485842028
20 83 30 34	0.009796533534287867 0.0037257824143070045
20 83 33 98	0.003493520737701588 0.01788375558867362
20 83 34	0.004495897493537147 0.027570789865871834
20 83 34 30	0.0011094674556213018 0.00894187779433681
20 83 45 110	0.0022446730181498336 0.044709388971684055
20 83 77 12	0.00872954014029618 0.08569299552906111
20 83 77 39	0.019771071800208116 0.03353204172876304
20 83 77 40	0.010967098703888335 0.042473919523099854
20 83 83	0.00362207934753565 0.043964232488822655
20 83 83 18	0.0031017104985738195 0.046199701937406856
20 83 83 27	0.004055564213950952 0.039493293591654245
20 83 83 34	0.039046901917806486 0.09090909090909091
20 83 83 56	2.0353134778298806e-07 0.004470938897168405
20 83 83 83	0.0026181397939617317 0.043964232488822655
20 83 83 92	0.0042030403243543575 0.039493293591654245
20 83 83 95	0.0007883068758441164 0.11624441132637854
20 83 83 98	3.4775466057063506e-08 0.0007451564828614009
20 83 83 117	0.05627734043632169 0.03353204172876304
20 83 85 12	0.011711878529765763 0.12593144560357675
20 83 85 20	0.00676952171587634 0.04694485842026826
20 83 85 39	0.008742636727451345 0.1602086438152012
20 83 85 40	0.005250997929796068 0.13934426229508196
20 83 85 57	0.00025427799176892726 0.029061102831594635
20 83 86 21	0.014535776747015436 0.03576751117734724
20 83 86 53	0.0059547439460103215 0.020119225037257823
20 83 86 61	0.012314957349043391 0.08345752608047691
20 83 92	0.004963591597254963 0.03576751117734724
20 83 92 18	0.00392285465690627 0.042473919523099854
20 83 92 27	0.005777601398276641 0.039493293591654245
20 83 92 30	0.005622837370242215 0.011922503725782414
20 83 92 34	0.013872315035799523 0.06929955290611028
20 83 92 83	0.004067320842450078 0.042473919523099854
20 83 92 95	0.0003858314034233275 0.09985096870342772
20 83 92 117	0.010364640054076384 0.022354694485842028
20 83 95	6.987440076462559e-05 0.020119225037257823
20 83 95 27	6.12904082554094e-05 0.007451564828614009
20 83 95 28	0.009644064426327302 0.03129657228017884
20 83 95 30	0.005679690168785575 0.03651266766020864
20 83 95 52	0.00043995982975467455 0.020119225037257823
20 83 95 56	0.0008359650752368568 0.0067064083457526085
20 83 95 92	4.070489845507663e-05 0.0029806259314456036
20 83 102 40	0.060714285714285714 0.011177347242921014
20 83 105 12	0.009167842031029619 0.009687034277198211
20 83 117	0.003792298716452742 0.00894187779433681
20 83 118 12	0.006993006993006993 0.0014903129657228018
20 83 118 39	0.006993006993006993 0.0014903129657228018
20 83 122 40	0.008534850640113799 0.004470938897168405
20 83 126 21	0.017113741945152104 0.028315946348733235
20 83 126 61	0.009025020482762967 0.07600596125186289
20 85 6	4.797083373309028e-05 0.0007451564828614009
20 85 8 12	0.07323232323232323 0.01713859910581222
20 85 8 20	0.18775686783473935 0.023099850968703428
20 85 8 39	0.11471103327495621 0.040238450074515646
20 85 8 40	0.07325319308790383 0.05216095380029806
20 85 10 28	0.08138351983723296 0.040238450074515646
20 85 10 53	0.046413502109704644 0.010432190760059613
20 85 12	0.18603509633083815 0.323397913561848
20 85 12 27	0.035961143284139734 0.029061102831594635
20 85 12 30	0.019285364659813998 0.02608047690014903
20 85 12 34	0.06666666666666667 0.06110283159463487
20 85 12 52	0.01908451714736691 0.021609538002980627
20 85 12 92	0.03224860744649663 0.028315946348733235
20 85 12 95	0.0009346902948781818 0.08196721311475409
20 85 12 99	0.02076235093696763 0.029061102831594635
20 85 12 117	0.0054332514991749506 0.046199701937406856
20 85 16 28	0.1977699530516432 0.028315946348733235
20 85 16 30	0.14368621172703622 0.020119225037257823
20 85 16 52	0.25148104265402843 0.039493293591654245
20 85 20	0.143036653263223 0.05588673621460507
20 85 20 18	0.009661885910043085 0.045454545454545456
20 85 20 27	0.027849840186530243 0.030551415797317436
20 85 20 34	0.09891762043961319 0.09985096870342772
20 85 20 56	0.003582058103089525 0.0014903129657228018
20 85 20 83	0.008907354752660033 0.045454545454545456
20 85 20 92	0.025234035545534005 0.030551415797317436
20 85 20 95	0.0014004283604464045 0.15201192250372578
20 85 20 117	0.06207627929118831 0.04992548435171386
20 85 23 12	0.11574074074074074 0.030551415797317436
20 85 23 20	0.15243025596778834 0.02533532041728763
20 85 23 40	0.07560137457044673 0.046199701937406856
20 85 23 57	0.001524390243902439 0.0007451564828614009
20 85 33 53	0.18181818181818182 0.0067064083457526085
20 85 35 80	0.0020018031552865388 0.07600596125186289
20 85 39	0.1652808169219548 0.1870342771982116
20 85 39 18	0.00443944065606489 0.029061102831594635
20 85 39 27	0.012606552869259893 0.028315946348733235
20 85 39 30	0.02823227069693447 0.029061102831594635
20 85 39 34	0.04966139954853273 0.05141579731743666
20 85 39 52	0.028492527615334634 0.02384500745156483
20 85 39 56	0.003469210754553339 0.0014903129657228018
20 85 39 92	0.01286408628090964 0.037257824143070044
20 85 39 95	0.0004368780078362843 0.07973174366616989
20 85 39 99	0.03213505244755245 0.03353204172876304
20 85 39 117	0.00025912619154375155 0.03129657228017884
20 85 40	0.11277079162261265 0.20640834575260805
20 85 40 27	0.020840892863413434 0.03651266766020864
20 85 40 30	0.029324266893327667 0.030551415797317436
20 85 40 34	0.05362678239305642 0.05812220566318927
20 85 40 52	0.024863945079285913 0.023099850968703428
20 85 40 56	0.0017953321364452424 0.0007451564828614009
20 85 40 92	0.02080735073176674 0.045454545454545456
20 85 40 95	0.0018631926659985897 0.10059612518628912
20 85 40 99	0.02898102310231023 0.03651266766020864
20 85 40 117	0.00026988834506892767 0.043219076005961254
20 85 43	0.0002389771776795316 0.005961251862891207
20 85 43 21	0.25142045454545453 0.012667660208643815
20 85 43 28	0.15636704119850187 0.026825633383010434
20 85 43 30	0.21617573639540688 0.020119225037257823
20 85 43 40	0.08695652173913043 0.004470938897168405
20 85 43 110	0.0009345551776952831 0.02533532041728763
20 85 44 12	0.030716723549488054 0.01788375558867362
20 85 44 20	0.07005214237134437 0.013412816691505217
20 85 44 39	0.024720423778693348 0.01639344262295082
20 85 44 40	0.015060240963855422 0.011177347242921014
20 85 45 28	0.20921128382268278 0.05439642324888227
20 85 45 30	0.09379207180254301 0.021609538002980627
20 85 45 52	0.19036792062835883 0.05663189269746647
20 85 45 53	0.05744822979291917 0.009687034277198211
20 85 46 121	0.04878048780487805 0.0029806259314456036
20 85 50 40	0.01834862385321101 0.010432190760059613
20 85 53	0.03896103896103896 0.0022354694485842027
20 85 57	0.0045036224789504605 0.05737704918032787
20 85 57 52	0.033279220779220776 0.009687034277198211
20 85 57 92	0.014943215780035863 0.01639344262295082
20 85 57 95	0.0028302954828484093 0.014903129657228018
20 85 57 99	0.041158536585365856 0.019374068554396422
20 85 57 117	0.016478190630048465 0.03576751117734724
20 85 58 12	0.1712707182320442 0.020119225037257823
20 85 58 40	0.13656957928802588 0.06706408345752608
20 85 67 21	0.11543064669225372 0.029806259314456036
20 85 67 61	0.05271746842628069 0.08941877794336811
20 85 69 21	0.12399139322216245 0.022354694485842028
20 85 69 61	0.09818875119161107 0.040238450074515646
20 85 73 12	0.07323232323232323 0.01713859910581222
20 85 73 20	0.18775686783473935 0.023099850968703428
20 85 73 39	0.11471103327495621 0.040238450074515646
20 85 73 40	0.07325319308790383 0.05216095380029806
20 85 88 12	0.11848341232227488 0.030551415797317436
20 85 88 20	0.1518369690011481 0.02459016393442623
20 85 88 39	0.11390532544378698 0.03278688524590164
20 85 88 40	0.09290953545232274 0.05439642324888227
20 85 96 61	0.5454545454545454 0.004470938897168405
20 85 109 12	0.035424669227486126 0.037257824143070044
20 85 109 20	0.09828722002635046 0.012667660208643815
20 85 109 40	0.012081784386617101 0.010432190760059613
20 85 115 20	0.1281521289789169 0.01564828614008942
20 85 115 40	0.01888888888888889 0.010432190760059613
20 85 121	0.003003003003003003 0.0007451564828614009
20 85 121 56	0.015306122448979591 0.004470938897168405
20 85 123 12	0.0794044665012407 0.020864381520119227
20 85 123 20	0.15489055139927957 0.02533532041728763
20 85 123 39	0.1287519747235387 0.04769001490312966
20 85 123 40	0.07025045815516189 0.041728763040238454
20 85 123 57	0.012232415902140673 0.0029806259314456036
20 85 125 28	0.15789473684210525 0.004470938897168405
20 86 2 12	0.031689355054675294 0.038002980625931444
20 86 2 20	0.10002442172836061 0.029806259314456036
20 86 2 39	0.10716591349257586 0.03427719821162444
20 86 2 40	0.030260095132071653 0.07973174366616989
20 86 2 57	0.02795425667090216 0.00819672131147541
20 86 4 20	0.11321648507816201 0.021609538002980627
20 86 4 40	0.08112582781456953 0.03353204172876304
20 86 10 28	0.2523020257826888 0.027570789865871834
20 86 21	0.11871621810849413 0.038748137108792845
20 86 21 18	0.009235960614837625 0.040983606557377046
20 86 21 27	0.04448836356503867 0.02459016393442623
20 86 21 34	0.054825073567191365 0.08569299552906111
20 86 21 56	0.009730967372638809 0.0007451564828614009
20 86 21 83	0.009400383945919516 0.040983606557377046
20 86 21 92	0.039260176987820444 0.02459016393442623
20 86 21 95	0.0012295596550033429 0.12518628912071536
20 86 21 117	0.014748019551660206 0.040983606557377046
20 86 28	0.2159090909090909 0.026825633383010434
20 86 30	0.13196480938416422 0.01788375558867362
20 86 30 27	0.015138314092790242 0.013412816691505217
20 86 30 34	0.09935897435897435 0.043219076005961254
20 86 30 95	0.003373964662159591 0.06855439642324888
20 86 30 117	0.06862257583291895 0.018628912071535022
20 86 53	0.2390998593530239 0.044709388971684055
20 86 53 27	0.07368421052631578 0.005216095380029807
20 86 53 34	0.4444444444444444 0.011922503725782414
20 86 53 92	0.09431137724550898 0.005216095380029807
20 86 53 95	0.006653728860548933 0.01788375558867362
20 86 61	0.06672397120446975 0.09239940387481371
20 86 61 27	0.015063189747241012 0.020119225037257823
20 86 61 30	0.0043065371024734985 0.011922503725782414
20 86 61 34	0.07436762225969645 0.05961251862891207
20 86 61 52	0.004156275976724855 0.0067064083457526085
20 86 61 56	0.0023923444976076554 0.0007451564828614009
20 86 61 83	0.007252992376769268 0.03129657228017884
20 86 61 84	0.015182601559294214 0.010432190760059613
20 86 61 95	0.0013384489710375838 0.07078986587183309
20 86 61 99	0.017786259541984734 0.018628912071535022
20 86 61 117	0.006316251990992476 0.04694485842026826
20 86 108 20	0.2464471403812825 0.013412816691505217
20 86 110 40	0.125 0.005216095380029807
20 92	0.0035650623885918 0.004470938897168405
20 92 15 80	0.0009735719469668809 0.05439642324888227
20 92 18	0.007168874892974793 0.03353204172876304
20 92 18 18	0.004290421057319024 0.038002980625931444
20 92 18 34	0.013826812986173187 0.07153502235469449
20 92 18 83	0.003981604060388794 0.03651266766020864
20 92 18 92	0.008018911565396518 0.03278688524590164
20 92 18 95	0.00038694291531558703 0.09538002980625931
20 92 18 117	0.014904217850700112 0.02459016393442623
20 92 27	0.02850828729281768 0.03576751117734724
20 92 27 18	0.015488028398895955 0.038002980625931444
20 92 27 34	0.06632975363234365 0.07451564828614009
20 92 27 83	0.016500211587358666 0.038002980625931444
20 92 27 92	0.012466345075162666 0.03204172876304024
20 92 27 95	0.0011221425853753843 0.11922503725782414
20 92 27 98	0.010484927916120577 0.0014903129657228018
